time,tweet,cleaned_tweets,nltk_polarity
2022-05-27 02:54:28+00:00,@nftsbuy my new drop on @opensea 🔥 “indian woman” 🌺🦚 0.29 $eth (polygon) brush strokes. 1/1. link below 🔗👇! https://t.co/svbienyxbr,new drop indian woman   eth polygon brush strokes   link,-0.2732
2022-05-27 02:54:29+00:00,@galileo_crypto #warmiz #warmizsoldiers #bscgem #gamefi #100x #nft #playtoearn #metaverse #cz #elon #moonshot warmiz launching on 26th may with 11 utilities join https://t.co/pojlz47rds https://t.co/qhmazdzwaq tweet page: @warmizofficial https://t.co/g8unriguod,warmiz warmizsoldiers bscgem gamefi x nft playtoearn metaverse cz elon moonshot warmiz launching th  utilities join tweet page,0.296
2022-05-27 02:54:29+00:00,congratulations #bitcoin #btc #cryptocurrencies #cryptocurrencynews #coinbase #ftx #bitcoincrash #cryptocurrency #crypto #cryptotrading #binance #australia #california #chicago #london #blockchain #investment #forextrader #forex #forexsignals #forexmarket #forexeducation https://t.co/s6c40rbowj,congratulations bitcoin btc cryptocurrencies cryptocurrencynews coinbase ftx bitcoincrash cryptocurrency crypto cryptotrading binance australia california chicago london blockchain investment forextrader forex forexsignals forexmarket forexeducation,0.5994
2022-05-27 02:54:29+00:00,@boklnft congratulations! you are eligible to mint. @daina85219088 @magaly02364377 @yoshiko79141233 @akshayashoknai2 @melanie25976718 @dawnkoop4 @alexism27632210 @laurasm92523680 @0xitma @krisjac36274765 @mykhaylodemian1 @vickidi73643788 @candice33567352 @100fold_eth,congratulations eligible mint,0.5994
2022-05-27 02:54:29+00:00,@dacryptonic @dcb_world @storytoken_ is the bridge between crypto community amd non crypto community... https://t.co/fruqrgeeec #storytoken #story #crowdfunding #bscgem #altcoins #charity #binance #binancesmartchain #whitebit #pancakeswap #coinsuper #latoken @storytoken #100x #cryptocurrency #btcgem https://t.co/5bhdx8lmbv,bridge crypto community amd non crypto community storytoken story crowdfunding bscgem altcoins charity binance binancesmartchain whitebit pancakeswap coinsuper latoken x cryptocurrency btcgem,0.4215
2022-05-27 02:54:29+00:00,@boostflake @rokromero3 hacked metamask crypto wallet lost all my nft bitcoin ethereum in need of immediate recovery,hacked metamask crypto wallet lost nft bitcoin ethereum need immediate recovery,-0.6124
2022-05-27 02:54:30+00:00,@crypto_bisons @cryptonftea_ what's your next move to expand your project &amp; where did you see the future of you project at 2025?,s expand project amp future project ,0.3182
2022-05-27 02:54:30+00:00,@xportify_ i believe this is a faithful project. the projector has a lot of attractions so hopefully the project will be best in the future. @racin_al @rofiq23au @niladro_nil @agshabuj85 @jahid8012 #airdrop #crypto #nft,believe faithful project projector lot attractions hopefully project best future airdrop crypto nft,0.9118
2022-05-27 02:54:30+00:00,@nft_adidas this is so nice @taolagayma @hieurico @rapepzada @kean_grooteman @zilyas8 @rydersd @sandeeppramanik @xofadz @spiritedchan @revaholly @shetalks_crypto @buy_rich @tearsmarti @yoshimasa12,nice,0.4215
2022-05-27 02:54:31+00:00,@wonieegives @fabian_crypto done✅wish me luck https://t.co/aib49eyvke,wish luck,0.6908
2022-05-27 04:21:39+00:00,selling skating for .3 eth. 20% win rate. 0.1825 eth profit from 79 starts. can win from anywhere. https://t.co/cmojj1srhn https://t.co/axgg4omlec,selling skating  eth  win rate   eth profit  starts win,0.8885
2022-05-27 04:21:40+00:00,"@adamual48509889 @trustwallet buy now! don't miss this ❗❗ ✅ kyc + certik ✅ utility based, ido launchpad ✅ multi chain (bsc/eth) ✅ staking ✅ doxxed dev ✅strong community @axltoken is 100xgem💎💎 #axl #axlinu #bitcoin #shibainu #eth #binance #metaversecoin https://t.co/qnpml83yvs",buy t miss kyc certik utility based ido launchpad multi chain bsc eth staking doxxed dev strong community xgem axl axlinu bitcoin shibainu eth binance metaversecoin,0.4019
2022-05-27 04:21:40+00:00,"$btc $eth $doge $gmt crowd-sourced alerts, ranking system, and get paid being a top contributor. join ct https://t.co/2uezknlbei https://t.co/ymz5drx9fa",btc eth doge gmt crowd sourced alerts ranking paid contributor join ct,0.296
2022-05-27 04:21:40+00:00,@bullsugar @regrone_eth i bet no one will answer with a better cereal tho 🤣,bet answer better cereal tho,0.4404
2022-05-27 04:21:41+00:00,"regarding risk assets, people often expect #bitcoin to bottom &amp; recover before stock markets (free market that prices stuff in quick). this time around, with such meaningful corrections in some great companies, stocks may crowd out crypto in early recovery if &amp; when it comes.",risk assets people expect bitcoin amp recover stock markets free market prices stuff quick time meaningful corrections great companies stocks crowd crypto early recovery amp comes,0.8519
2022-05-27 04:21:42+00:00,"@qu_crypto_ @aella_girl funny enough what got me the most milage was a teenage hyperfixation on hypnosis fetish, learning about hypnotizing and how to watch eye access cues, or observe for facial muscle tone relaxation really tune in to what was going on inside people's heads.",funny got milage teenage hyperfixation hypnosis fetish learning hypnotizing watch eye access cues observe facial muscle tone relaxation tune going inside people s heads,0.743
2022-05-27 04:21:42+00:00,@ens_domains_eth @marlonpruz that’s awesome! how did you make it?,s awesome,0.6249
2022-05-27 04:21:43+00:00,check out armory weapon #406 by travis ragsdale at https://t.co/yh8yqafksh nft! https://t.co/w2d25uauxm via @cryptocom,check armory weapon  travis ragsdale nft,-0.296
2022-05-27 04:21:43+00:00,"“we’re ambitious and looking to make a splash"": these millennial brothers have dropped unprecedented sums of money into democratic congressional primaries — and they're just getting started. brothers behind democrats' 'crypto pac' say they're actually pandemic focused critics ... https://t.co/lhkfofewuk",ambitious looking splash millennial brothers dropped unprecedented sums money democratic congressional primaries getting started brothers democrats crypto pac actually pandemic focused critics,0.5423
2022-05-27 04:21:44+00:00,"@kokid951 athena, goddess of wisdom 0.08 $eth chain #nftcommunity #rarible @rarible https://t.co/kjjtd40drr https://t.co/mnyrtuo6xc",athena goddess wisdom   eth chain nftcommunity rarible,0.5267
2022-05-27 04:21:45+00:00,@jessshroom @scarzv2 @monshmosh @scarz__v2 @crypto_nm @geebeeigwt @luhblix jk be well 😄,jk,0.2263
2022-05-27 04:21:46+00:00,@0xluvluvy @bang_garr @fabian_crypto ⭐️pump token⭐️ $pmp 1st token in all defi to pair 75% of xsurge's xusd in lp ✅50% rewards ✅audit &amp; kyc ✅backing asset xusd only up! ✅bot arbitrage! 🔥last sale round is open $250 giveaway #defi #xusd #bsc #bnb #xsurge 🌐https://t.co/n38btlx2ab https://t.co/drhjfzrxok,pump token pmp st token defi pair  xsurge s xusd lp  rewards audit amp kyc backing asset xusd bot arbitrage sale round open  giveaway defi xusd bsc bnb xsurge,0.6908
2022-05-27 04:21:47+00:00,"@maryher30951854 @trustwallet buy now! don't miss this ❗❗ ✅ kyc + certik ✅ utility based, ido launchpad ✅ multi chain (bsc/eth) ✅ staking ✅ doxxed dev ✅strong community @axltoken is 100xgem💎💎 #axl #axlinu #bitcoin #shibainu #eth #binance #metaversecoin https://t.co/wcvqugbhzt",buy t miss kyc certik utility based ido launchpad multi chain bsc eth staking doxxed dev strong community xgem axl axlinu bitcoin shibainu eth binance metaversecoin,0.4019
2022-05-27 04:21:47+00:00,"@mikeschmidt_eth exactly. if you end up burning out, you won't be able to help anyone anyway",exactly end burning won t able help,0.7506
2022-05-27 04:21:48+00:00,"@nisababun @trustwallet buy now! don't miss this ❗❗ ✅ kyc + certik ✅ utility based, ido launchpad ✅ multi chain (bsc/eth) ✅ staking ✅ doxxed dev ✅strong community @axltoken is 100xgem💎💎 #axl #axlinu #bitcoin #shibainu #eth #binance #metaversecoin https://t.co/ahoajwmpsm",buy t miss kyc certik utility based ido launchpad multi chain bsc eth staking doxxed dev strong community xgem axl axlinu bitcoin shibainu eth binance metaversecoin,0.4019
2022-05-27 04:21:48+00:00,asset - ognusdtperp side - long level - 2 [medium/high risk] price - 0.1869 timeframe - 15m caution - this data is delayed by 2 hours &amp; is for backtesting purpose only. visit https://t.co/el8ijufq0v for more! $btc $shib $ada $eth $doge $ltc $sol $luna $ftm $dgb $ogn #ogn,asset ognusdtperp long level  medium high risk price   timeframe m caution data delayed  hours amp backtesting purpose visit btc shib ada eth doge ltc sol luna ftm dgb ogn ogn,-0.128
2022-05-27 05:48:54+00:00,@looksrarenft link if ya want to read it lol https://t.co/jdttwechz8,link ya want read lol,0.4767
2022-05-27 05:48:55+00:00,"@tryhardsio nice project and congratulations to the team for their efforts and dedication and highly appreciated the visionary thought of the projector and it will create history,, it will go to moon 🎉🎉 @awakenwithalice @freetime_80 @edwinedem3 #airdrop #crypto #cryptocurrency",nice project congratulations team efforts dedication highly appreciated visionary thought projector create history moon airdrop crypto cryptocurrency,0.9439
2022-05-27 05:48:55+00:00,this project looking very interesting.the project has a lot of attractions so hopefully the project will be better in the future and it's envy of the crypto world. good luck. @shahadatpappu06 @cultivatormass @obnimcnwhsx1mpm #airdrops #crypto #cryptotown https://t.co/5hw7sa7sdd,project looking interesting project lot attractions hopefully project better future s envy crypto world good luck airdrops crypto cryptotown,0.9313
2022-05-27 05:48:55+00:00,"#a16z, we’ve been investing in crypto since 2013, and today we’re announcing our fourth crypto fund, totaling $4.5b. of that, approximately $1.5b will be dedicated to seed investments, and $3b to venture investments. this brings our total crypto/web3 funds raised to over $7.6b.",az ve investing crypto  today announcing fourth crypto fund totaling  b approximately  b dedicated seed investments b venture investments brings total crypto web funds raised  b,0.4588
2022-05-27 05:48:57+00:00,vitalik: how to create algo stablecoins that don't turn into ponzis or collapse #crypto #nft #metaverse #news https://t.co/obilow2hng,vitalik create algo stablecoins t turn ponzis collapse crypto nft metaverse news,-0.2732
2022-05-27 05:48:58+00:00,"hmm, when i'm dancing? since i can freely express my self with the movements i like 😍 how about you? @cometwtf #ชาล็อตออสติน #web3 $eth #nft https://t.co/j5zllezrjo",hmm m dancing freely express self movements like web eth nft,0.6597
2022-05-27 05:48:59+00:00,@nft_adidas this is cold wow @shirohigeed @souravos @jassy37276640 @c4_eth @hayleytrammel @block_gangnft @k41rnoi3py8qw1u @alexand54582218 @rlcs_nft @svetlana_coss @cryp_tong @magicnf @crypticjo77 @felixwieb,cold wow,0.5859
2022-05-27 05:48:59+00:00,"@ljxie @willwarren @jcliff42 @sim_pop @notscottmoore @derek_hsue @julzroze it's normal for the market to go up and down but remember not to be a day trader who panics when it goes down, think long term @shift_token #shiftnation #shiftapp #crypto #movetoearn #shifttoken",s normal market remember day trader panics goes think long term shiftnation shiftapp crypto movetoearn shifttoken,-0.4404
2022-05-27 05:48:59+00:00,@easyeight08 i thought 'trash is cash'? would be good to have some more 'trash' to buy more eth...,thought trash cash good trash buy eth,0.4404
2022-05-27 05:48:59+00:00,@_checkmatey_ it is funny that such important question related to the 2nd largest coin gets unanswered…probably eth is to decentralised so no one knows anything😉,funny important question related nd largest coin gets unanswered probably eth decentralised knows,0.5719
2022-05-27 05:48:59+00:00,"👀 mcmanagementvault ↗️ flipped ↗️ doodle #8972 https://t.co/wxwpuoxay8 🏆 status: tax loss harvesting 🛒 in: 42 eth 💰 out: 50 eth 😬 hodl: 4 months 13 days ξ profit: +8 eth 🔥 💲spent: $129,528 (01/2022) 💲lost: -$40,028 (📉 -31%) https://t.co/pqnxo8yfkj",mcmanagementvault flipped doodle  status tax loss harvesting  eth  eth hodl  months  days profit  eth spent     lost   ,-0.1779
2022-05-27 05:49:00+00:00,how crypto is using the behavioral dynamics of bernie madoff’s fraud - https://t.co/9d9dai3xgn https://t.co/hxgzrzgjd5,crypto behavioral dynamics bernie madoff s fraud,-0.4019
2022-05-27 05:49:00+00:00,@abnormal_crypto #warmiz #warmizsoldiers #bscgem #gamefi #100x #nft #playtoearn #metaverse #cz #elon #moonshot warmiz launching on 26th may with 11 utilities join https://t.co/pojlz47rds https://t.co/qhmazdzwaq tweet page: @warmizofficial https://t.co/dsgzipzukl,warmiz warmizsoldiers bscgem gamefi x nft playtoearn metaverse cz elon moonshot warmiz launching th  utilities join tweet page,0.296
2022-05-27 05:49:00+00:00,@bang_garr @fabian_crypto done. wish me luck,wish luck,0.6908
2022-05-27 05:49:00+00:00,drop your nft under 1 eth 💵follow &amp; retweet💵,drop nft  eth follow amp retweet,-0.2732
2022-05-27 05:49:01+00:00,can btc maxis pls celeb the death of eth bls,btc maxis pls celeb death eth bls,-0.5574
2022-05-27 05:49:01+00:00,"@realcryptorich simple exchange of #bluebit to buy/sell #bluesparrow to usdt/usd... the most innovative move in #bluebit trading crypto/forex with #bluesparrow you can trade #bluesparrow using market, limit and simple exchange features. #bluesparrow #bluebitio @bluesparroweth c",simple exchange bluebit buy sell bluesparrow usdt usd innovative bluebit trading crypto forex bluesparrow trade bluesparrow market limit simple exchange features bluesparrow bluebitio c,0.4404
2022-05-27 05:49:01+00:00,$btc $eth $btc best discord community for crypto traders with more executive chat rooms and even have their own app join here https://t.co/otyxdxqijn https://t.co/50fczjde9v,btc eth btc best discord community crypto traders executive chat rooms app join,0.5719
2022-05-27 05:49:02+00:00,@ngmiclubhouse @3antar_eth @gangsterallstar @yellowrooster24 @jokerspite @jesture_0 @web3den_eth hell of a spaces straight vibez 🦾,hell spaces straight vibez,-0.5719
2022-05-27 05:49:02+00:00,@nftsherif @urbangobblerz @kyuubiglobal looking for a #lowcapgem ? looking for a based team ? looking for a solid community? check out @kyuubiglobal the next big thing #kyuubi is the next #x100gem buy $kyub on #bsc and #eth tg: @kyuubiportal 🌐 https://t.co/k1iq1tbvzg 🔎 https://t.co/xrsiztdxgm,looking lowcapgem looking based team looking solid community check big thing kyuubi xgem buy kyub bsc eth tg,0.1531
2022-05-27 05:49:02+00:00,"@crypto__diva good morning 🖐️☕🎊 🈂️ ryoshi token 🈂️ 🚀 multi chain: eth &amp; bsc 🥩 nfts, wallet, staking &amp; bridge 🥩 🔊 2% marketing 🔊 🔥 2% burn 🔥 💧 1%liquidity 💧 ✅ 5% total ✅ 💪 51k+ holders 💪💵 🍾 buy and chill 🍾 👪 community token👪 https://t.co/nozzvgpxlj",good morning ryoshi token multi chain eth amp bsc nfts wallet staking amp bridge  marketing  burn  liquidity  total k holders buy chill community token,0.4404
2022-05-27 05:49:02+00:00,@tesla staking rewards are now live on dexit network!! invest now before the main net launch in july!!! 🔥🔥🔥🚀🚀🚀🚀 join our community on telegram https://t.co/7irsngm02z #cryptocurrency #crypto #cryptocurrencynews #defi #nft #developers #dexit #dxt #blockchain #web3 @dexitnetwork,staking rewards live dexit network invest main net launch july join community telegram cryptocurrency crypto cryptocurrencynews defi nft developers dexit dxt blockchain web,0.6486
2022-05-27 05:49:03+00:00,$btc $eth best discord community for crypto traders with more executive chat rooms and even have their own app join here https://t.co/otyxdxqijn https://t.co/cic8y2eh1p,btc eth best discord community crypto traders executive chat rooms app join,0.5719
2022-05-27 05:49:04+00:00,"@chitaglorya__ @callmewinn8 @winnerchita yup, so many good crypto out there that i’ve diamond-handed. but personal favorite is $mca. can’t wait for the next bull run good chance to grap as $mca has a small dip. linktree: https://t.co/kaaa4capud #mechamaster #metaverse #stakenplay #play2earn #nftgiveaway #bsc",yup good crypto ve diamond handed personal favorite mca t wait bull run good chance grap mca small dip linktree mechamaster metaverse stakenplay playearn nftgiveaway bsc,0.9042
2022-05-27 05:49:04+00:00,@amyschu35448046 @nft_adidas @the_crypto_goon @mszab_eth @nwoko_peter @cryptospika @garlictonenft @adriaensdonnie @kushd_talks @_willeee91_ @sobranie_pinks @rudeboyrasta8o8 @usefbagheri @whipcreamed1 @hczmoron550 dragon tacoon are you ready to let your bnb work4u? dapp read&amp;tested https://t.co/bhnq1nnjs2 website https://t.co/w9zd04gnrf invite friends &amp; earn 8%each of them join us now! 2812,dragon tacoon ready let bnb worku dapp read amp tested website invite friends amp earn  join ,0.8126
2022-05-27 05:49:04+00:00,"@abnormal_crypto when trading futures, you must be observant and steady on the trade, do not think its just like any other trade, focus and make sure you always take profit. let's trade more https://t.co/wai8kitzd9 https://t.co/bnwyga17bw",trading futures observant steady trade think like trade focus sure profit let s trade,0.7717
2022-05-27 05:49:04+00:00,@crypto_pb whats the best thing on l2.o,whats best thing l o,0.6369
2022-05-27 07:16:10+00:00,@xyopepe alchemy pay makes online and in-store crypto payments easy! 📱2+million merchants 🌏70+ countries 👉 https://t.co/ou8gruxg8t learn more: https://t.co/zpcbrbl2ew #alchemypay $ach #cryptopayments https://t.co/m08gzvhy4f,alchemy pay makes online store crypto payments easy  million merchants  countries learn alchemypay ach cryptopayments,0.3612
2022-05-27 07:16:10+00:00,"🎁2 eth(4200$) giveaway🎁 to enter: ✅ must have a doodle cat ✅ follow @nftdoodlecats ✅ like, rt&amp; tag friend(each tag = 1 entry) ⏱️we'll announce the winner when 2000 cats are minted⏱️ #nftcollection #nft #nftcommunity #nftcollector #nftgiveaway #nftdrop #nftmint #mintingnow https://t.co/nhlnciv2yx", eth  giveaway enter doodle cat follow like rt amp tag friend tag  entry ll announce winner  cats minted nftcollection nft nftcommunity nftcollector nftgiveaway nftdrop nftmint mintingnow,0.8591
2022-05-27 07:16:11+00:00,"@zipmexindonesia @jukiversenft b. fomonster ada 3,456 juki di lost in the jukiverse dan satu monster besar yg jadi musuh mereka fomonster klo dapat eth ya bisa buat apa aja yg aku mauuu - klo bisa buat beli nft nya si juki ni boleehh juga, trailler nya di youtube menarikkk 🔥",b fomonster ada   juki di lost jukiverse dan satu monster besar yg jadi musuh mereka fomonster klo dapat eth ya bisa buat apa aja yg aku mauuu klo bisa buat beli nft nya si juki ni boleehh juga trailler nya di youtube menarikkk,-0.3182
2022-05-27 07:16:11+00:00,@johnsavage_eth @mr09873643 @goblintownwtf i hope you can give me one. i hope this project will be better and better. address：0x7cccfcc32725660731203ee6d3ee929c6f68909f,hope hope project better better address xcccfcceedeecff,0.891
2022-05-27 07:16:11+00:00,@bitcoinpunknft dongriego.loopring.eth hopefully someone who truly needs it is blessed with your generosity 🙏🏼🙏🏼,dongriego loopring eth hopefully truly needs blessed generosity,0.9153
2022-05-27 07:16:11+00:00,"@rajeev_crypto we're sorry to hear you've been experiencing this. kindly reply us with a direct message, we will ensure this is fixed . thank you. https://t.co/ns7z6ppfkn",sorry hear ve experiencing kindly reply direct message ensure fixed thank,0.7906
2022-05-27 07:16:11+00:00,"@nftcalsdrop hi guys! i'm ukrainian photographer and this is my first #nft project...maybe you will like it and you buy this #nft, by doing this you will help me and my country. thanks... https://t.co/8lzuvhvyxu через @opensea",hi guys m ukrainian photographer nft project maybe like buy nft help country thanks,0.7964
2022-05-27 07:16:12+00:00,i believes this is a faithful project. the projector has a lot of attractions so hopefully the project will be best in future. i love this project❤️💗..... @njelma1 @wahidar0 @laanik1 @racin_al @abir24910 #airdrop #crypto #nfts https://t.co/z8jquth1y5,believes faithful project projector lot attractions hopefully project best future love project airdrop crypto nfts,0.9501
2022-05-27 07:16:13+00:00,"@jessika_samurai @puli_token biggest crypto bag! 💰 @gankpad the next 1000x gem! $gank 💸 lfg! team is insane, community is growing fast! bullish af! https://t.co/wwiuametfa @thecryptolark dont miss this opportunity. #gankpad #launchpad $gank #bscgem #gankarmy",biggest crypto bag x gem gank lfg team insane community growing fast bullish af dont miss opportunity gankpad launchpad gank bscgem gankarmy,-0.4382
2022-05-27 07:16:13+00:00,@crypto_hawkk @bingxofficial no join telegram 🙏 https://t.co/mqxcqgvfir,join telegram,0.296
2022-05-27 07:16:14+00:00,"once again #cheemsinu is obliterating expectations, launching on the #eth chain earlier than we expected!! good work to the …",cheemsinu obliterating expectations launching eth chain earlier expected good work,0.4404
2022-05-27 07:16:16+00:00,@boklnft congratulations! you are eligible to mint. @jjosh88 @baimbaim14 @paul27005466 @khim030006 @d8nijiaghieimx4 @8cherrylicious8 @crypto___web3 @investkeeper_ @restuadd @ifeiyue @manmeetsmagic @yellow_3th @planet2578,congratulations eligible mint,0.5994
2022-05-27 07:16:16+00:00,where did it all go wrong after that yolo trade? now you're stuck figuring out how to do your crypto taxes. catax is here for you! @cataxapp @ali59070083 @devd47133047 https://t.co/bhygodqyiu,wrong yolo trade stuck figuring crypto taxes catax,-0.4588
2022-05-27 07:16:17+00:00,"@web3blair 'the flower island', a place to hide when the world is cruel... 0.08 eth 3/3 https://t.co/bcpoxudhs7 https://t.co/msyrlfptbv",flower island place hide world cruel   eth  ,-0.6705
2022-05-27 07:16:17+00:00,"@senderwallet @_futuredex_ as a non-custodial wallet,do you plan to reach to the newbie crypto users as a target audience?how easy will you try to do your wallet so people who got involved with crypto can use all the features without getting in so much trouble?",non custodial wallet plan reach newbie crypto users target audience easy try wallet people got involved crypto use features getting trouble,0.0772
2022-05-27 07:16:17+00:00,"@_crypto_pirates this project is a good and strong team, in a predictable and transparent road map, planned and predicted growth of both the campaign. #gamefi #crypto #bsc #bnbchain #binance #nft #metaverse #cryptopirates #pst #p2egame #game #cryptocurrecy #newgem",project good strong team predictable transparent road map planned predicted growth campaign gamefi crypto bsc bnbchain binance nft metaverse cryptopirates pst pegame game cryptocurrecy newgem,0.8316
2022-05-27 07:16:17+00:00,@hayess5178 @blockchainsanta @xmaximist @the_flash_g @0xradar @binancegirls @martaverse @donyakka @ravercrypto @lesbianbitcoin @mojo_crypto_btc @bigchiefcrypto @inspocrypto @jlbtc @teaching_crypto thank you simon! we stay strong 💯,thank simon stay strong,0.7003
2022-05-27 07:16:18+00:00,news | crypto spam increases 4000% in two years: lunarcrush #crypto https://t.co/4sx8ias365,news crypto spam increases  years lunarcrush crypto,-0.3612
2022-05-27 07:16:18+00:00,@hmmtiber the eth.maxis are the most stupidi people in all cryptosphere thst continue to spend 20 usd for 1 swap ahahah. the good thing is they hate avax because they have fear,eth maxis stupidi people cryptosphere thst continue spend  usd  swap ahahah good thing hate avax fear,-0.6124
2022-05-27 07:16:18+00:00,@digitangelo strange seduction 001 https://t.co/dnbqrzgocg 0.10 $eth https://t.co/tir626ztdw,strange seduction    eth,-0.2023
2022-05-27 07:16:18+00:00,@cryptocoinz_ @mil_finance is the best! bullish here. i'm excited for this. $mil #mil #militaryfinance #eth #ethereum #multichain #bsc #veterans #firstresponders https://t.co/ulxg5ypdn2,best bullish m excited mil mil militaryfinance eth ethereum multichain bsc veterans firstresponders,0.765
2022-05-27 07:16:18+00:00,@koffieu @trappedtiles @crypto__emily @gorillafeeder @bigshibainu @ste_cha_feg @crypt0mummy @next100xgems @paulbaggaley2 a launch of an exciting huge crypto is what everyone needs might now 🪄🐕,launch exciting huge crypto needs,0.6705
2022-05-27 07:16:19+00:00,@crypto__emily buy $marvin!!! this is your opportunity to load up cheap because when $marvin takes off its headed to multi billion 💎🐕🙏dollar market cap. that's a #100x from here!!😊💯💰,buy marvin opportunity load cheap marvin takes headed multi billion dollar market cap s x,0.4215
2022-05-27 07:16:19+00:00,"our whitpaper has been updated, check it in our discord. https://t.co/7wuzk9ypwq #staratlas #staratlasgame #atlas #solana #ustur #gua #metaverse #nft #crypto #phantom #guildstaratlas #guild #bitcoin #btc #globalusturalliance",whitpaper updated check discord staratlas staratlasgame atlas solana ustur gua metaverse nft crypto phantom guildstaratlas guild bitcoin btc globalusturalliance,-0.4019
2022-05-27 07:16:20+00:00,🚨🚨🚨 crypto alert: [#mc-#usdt] resistance level breakout detected (1h) #crypto #nft #metaverse #binance #cryptocurrency https://t.co/fs9vqoayle,crypto alert mc usdt resistance level breakout detected h crypto nft metaverse binance cryptocurrency,0.296
