time,tweet,cleaned_tweets,nltk_polarity
2022-05-27 02:54:24+00:00,great hearing about you today. crypto fairy godmother nft og https://t.co/lhgqdyur6e,great hearing today crypto fairy godmother nft og,0.6249
2022-05-27 02:54:24+00:00,@kelvisman @mononokeinuscam welcome to crypto 🤩,welcome crypto,0.4588
2022-05-27 02:54:25+00:00,@cardio_move @16 good @elonmusk @binance @tesla,good,0.4404
2022-05-27 02:54:26+00:00,"@chavadanikunj1 @crypto_jargon @shivamchhuneja @cryptolalit151 @sujaljethwani @cryptowithkhan @easyeight08 in a bull market, just keep up. only the bear market can create professional, insightful and courageous investors who can also create wealth",bull market bear market create professional insightful courageous investors create wealth,0.8689
2022-05-27 02:54:27+00:00,"cturer uses ico, crypto tokens for p2p energy trading . australian solar power panel manufacturing company expects the blockchain to improve efficiency in the energy market by enabling peer to peer trading.",cturer uses ico crypto tokens pp energy trading australian solar power panel manufacturing company expects blockchain improve efficiency energy market enabling peer peer trading,0.8225
2022-05-27 02:54:28+00:00,@davidgokhshtein @arminaszone @leoluna718ny this project has the real potential🚀🚀🚀🚀🚀🚀🚀🚀 #bnb #bsc #bscgem #lowcap #1000x #elon #messiah #eth #memecoin #meme #cheems #shiba #moonshots #grimace #crypto #new tg: https://t.co/qxbbjiccre,project real potential bnb bsc bscgem lowcap x elon messiah eth memecoin meme cheems shiba moonshots grimace crypto new tg,-0.25
2022-05-27 02:54:29+00:00,congratulations #bitcoin #btc #cryptocurrencies #cryptocurrencynews #coinbase #ftx #bitcoincrash #cryptocurrency #crypto #cryptotrading #binance #australia #california #chicago #london #blockchain #investment #forextrader #forex #forexsignals #forexmarket #forexeducation https://t.co/s6c40rbowj,congratulations bitcoin btc cryptocurrencies cryptocurrencynews coinbase ftx bitcoincrash cryptocurrency crypto cryptotrading binance australia california chicago london blockchain investment forextrader forex forexsignals forexmarket forexeducation,0.5994
2022-05-27 02:54:29+00:00,@boostflake @rokromero3 hacked metamask crypto wallet lost all my nft bitcoin ethereum in need of immediate recovery,hacked metamask crypto wallet lost nft bitcoin ethereum need immediate recovery,-0.6124
2022-05-27 02:54:29+00:00,@galileo_crypto #warmiz #warmizsoldiers #bscgem #gamefi #100x #nft #playtoearn #metaverse #cz #elon #moonshot warmiz launching on 26th may with 11 utilities join https://t.co/pojlz47rds https://t.co/qhmazdzwaq tweet page: @warmizofficial https://t.co/g8unriguod,warmiz warmizsoldiers bscgem gamefi x nft playtoearn metaverse cz elon moonshot warmiz launching th  utilities join tweet page,0.296
2022-05-27 02:54:29+00:00,@dacryptonic @dcb_world @storytoken_ is the bridge between crypto community amd non crypto community... https://t.co/fruqrgeeec #storytoken #story #crowdfunding #bscgem #altcoins #charity #binance #binancesmartchain #whitebit #pancakeswap #coinsuper #latoken @storytoken #100x #cryptocurrency #btcgem https://t.co/5bhdx8lmbv,bridge crypto community amd non crypto community storytoken story crowdfunding bscgem altcoins charity binance binancesmartchain whitebit pancakeswap coinsuper latoken x cryptocurrency btcgem,0.4215
2022-05-27 02:54:30+00:00,@nft_adidas this is so nice @taolagayma @hieurico @rapepzada @kean_grooteman @zilyas8 @rydersd @sandeeppramanik @xofadz @spiritedchan @revaholly @shetalks_crypto @buy_rich @tearsmarti @yoshimasa12,nice,0.4215
2022-05-27 02:54:30+00:00,@crypto_bisons @cryptonftea_ what's your next move to expand your project &amp; where did you see the future of you project at 2025?,s expand project amp future project ,0.3182
2022-05-27 02:54:30+00:00,@xportify_ i believe this is a faithful project. the projector has a lot of attractions so hopefully the project will be best in the future. @racin_al @rofiq23au @niladro_nil @agshabuj85 @jahid8012 #airdrop #crypto #nft,believe faithful project projector lot attractions hopefully project best future airdrop crypto nft,0.9118
2022-05-27 02:54:31+00:00,@wonieegives @fabian_crypto done✅wish me luck https://t.co/aib49eyvke,wish luck,0.6908
2022-05-27 04:21:18+00:00,jpmorgan foresees increased blockchain use in finance — prepares to offer related services – blockchain bitcoin news jpmorgan expects blockchain use in finance to increase as the crypto sector grows. https://t.co/k3pncbevpf https://t.co/thw2zdpv0o,jpmorgan foresees increased blockchain use finance prepares offer related services blockchain bitcoin news jpmorgan expects blockchain use finance increase crypto sector grows,0.5267
2022-05-27 04:21:19+00:00,thanks for opportunity 👏🏻😍❤️ 🍀@leyargoz 🍀@andrep612 🍀@trader_marcos 🍀@jscanelon 🍀@wilmerjaimesr 🍀🔥🔥good luck to all 🔥🔥🍀 amaizing giveaway 🤞🏻🥳💃❤️ ✨✨✨✨✨✨✨✨✨✨✨✨0x08553679999dbae5936adf927f7cf23fbc0b56e4 #bscgem #cryptocurrency #crypto #giveaways https://t.co/8st02h2zew,thanks opportunity good luck amaizing giveaway xdbaeadffcffbcbe bscgem cryptocurrency crypto giveaways,0.891
2022-05-27 04:21:20+00:00,even the creator of bitcoin hid himself to avoid anarchy and governance. #freedom @cz_binance @trader4lyf @mmcrypto #bitcoin,creator bitcoin hid avoid anarchy governance freedom bitcoin,0.3818
2022-05-27 04:21:20+00:00,@crypto_storm777 @node_army @coryflament you're disqualified from this giveaway 🤣,disqualified giveaway,-0.4215
2022-05-27 04:21:20+00:00,"@artoor33 @trustwallet @antique_swap buy now! don't miss this ❗❗ ✅ kyc + certik ✅ utility based, ido launchpad ✅ multi chain (bsc/eth) ✅ staking ✅ doxxed dev ✅strong community @axltoken is 100xgem💎💎 #axl #axlinu #bitcoin #shibainu #eth #binance #metaversecoin https://t.co/pkkncdehm4",buy t miss kyc certik utility based ido launchpad multi chain bsc eth staking doxxed dev strong community xgem axl axlinu bitcoin shibainu eth binance metaversecoin,0.4019
2022-05-27 04:21:21+00:00,my money does jiggle juggle by about 10-30% a day. welcome to crypto🤣🙈,money jiggle juggle   day welcome crypto,0.4588
2022-05-27 04:21:21+00:00,@salma_mahzuz @cryptofied1 @crypto_hass ⭐️pump token⭐️ $pmp 1st token in all defi to pair 75% of xsurge's xusd in lp ✅50% rewards ✅audit &amp; kyc ✅backing asset xusd only up! ✅bot arbitrage! 🔥last sale round is open $250 giveaway #defi #xusd #bsc #bnb #xsurge 🌐https://t.co/n38btlx2ab https://t.co/drhjfzrxok,pump token pmp st token defi pair  xsurge s xusd lp  rewards audit amp kyc backing asset xusd bot arbitrage sale round open  giveaway defi xusd bsc bnb xsurge,0.6908
2022-05-27 04:21:22+00:00,i'm participating in the crypto-guilds #airdrop contest @crypto_guilds #play2earn #metaverse #win https://t.co/6p8jog1qfq,m participating crypto guilds airdrop contest playearn metaverse win,0.5859
2022-05-27 04:21:24+00:00,"@beaniesoulja @trustwallet buy now! don't miss this ❗❗ ✅ kyc + certik ✅ utility based, ido launchpad ✅ multi chain (bsc/eth) ✅ staking ✅ doxxed dev ✅strong community @axltoken is 100xgem💎💎 #axl #axlinu #bitcoin #shibainu #eth #binance #metaversecoin https://t.co/ffye4r2pq4",buy t miss kyc certik utility based ido launchpad multi chain bsc eth staking doxxed dev strong community xgem axl axlinu bitcoin shibainu eth binance metaversecoin,0.4019
2022-05-27 04:21:25+00:00,@tulioorocha_ entice is the next biggest thing in crypto it has game + nft + crypto bank they are already top 2 gamefi token on polygon checkout: https://t.co/28nvlyf1uu join: https://t.co/1itrigbpg0 @enticecoin https://t.co/2zux3nz7xh,entice biggest thing crypto game nft crypto bank  gamefi token polygon checkout join,0.296
2022-05-27 04:21:25+00:00,@intocryptoverse to the greatest crypto mathematician. @elonmusk we need to have a word,greatest crypto mathematician need word,0.6369
2022-05-27 04:21:25+00:00,@primexbt nice app love it as new beginner about crypto n trading i will use this app ♥️💙💚💛 @primexbt #primexbt https://t.co/x8g0t45xen,nice app love new beginner crypto n trading use app primexbt,0.7906
2022-05-27 04:21:26+00:00,@crypto_iso @stablekwon my only mission is for this scam artist to block me.,mission scam artist block,-0.765
2022-05-27 04:21:27+00:00,@gurlruthy cotp is real.. join the telegram group for the latest update on how our money is in cold wallet owned by binance. https://t.co/dynkvurfls,cotp real join telegram group latest update money cold wallet owned binance,0.296
2022-05-27 04:21:28+00:00,"@maxwellfrank70 @trustwallet buy now! don't miss this ❗❗ ✅ kyc + certik ✅ utility based, ido launchpad ✅ multi chain (bsc/eth) ✅ staking ✅ doxxed dev ✅strong community @axltoken is 100xgem💎💎 #axl #axlinu #bitcoin #shibainu #eth #binance #metaversecoin https://t.co/hvvrhgauox",buy t miss kyc certik utility based ido launchpad multi chain bsc eth staking doxxed dev strong community xgem axl axlinu bitcoin shibainu eth binance metaversecoin,0.4019
2022-05-27 04:21:29+00:00,@crypto_pumpee the wait is over. #obiwankenobi is now streaming on @disneyplus. reply #stop to unsubscribe https://t.co/4m5ttqqzsf,wait obiwankenobi streaming reply stop unsubscribe,-0.296
2022-05-27 04:21:29+00:00,"for all the new crypto launches, launching your airdrop in the metaverse is a good idea😉😉 #airdrops",new crypto launches launching airdrop metaverse good idea airdrops,0.4404
2022-05-27 04:21:30+00:00,seems like our correction is still formatting. there is a new prediction for next 1-3 months. do not be confused or scared about the following dip cuz the next stop is 70-110k$🤫 #cryptocurrency #bitcoin #crypto #btc https://t.co/bm7yk7z0mx,like correction formatting new prediction   months confused scared following dip cuz stop  k cryptocurrency bitcoin crypto btc,-0.5994
2022-05-27 04:21:32+00:00,"@claretsusan1 @trustwallet buy now! don't miss this ❗❗ ✅ kyc + certik ✅ utility based, ido launchpad ✅ multi chain (bsc/eth) ✅ staking ✅ doxxed dev ✅strong community @axltoken is 100xgem💎💎 #axl #axlinu #bitcoin #shibainu #eth #binance #metaversecoin https://t.co/fbcxznjamj",buy t miss kyc certik utility based ido launchpad multi chain bsc eth staking doxxed dev strong community xgem axl axlinu bitcoin shibainu eth binance metaversecoin,0.4019
2022-05-27 04:21:35+00:00,@binance_busd fake,fake,-0.4767
2022-05-27 04:21:35+00:00,"@roxmickinzie @trustwallet buy now! don't miss this ❗❗ ✅ kyc + certik ✅ utility based, ido launchpad ✅ multi chain (bsc/eth) ✅ staking ✅ doxxed dev ✅strong community @axltoken is 100xgem💎💎 #axl #axlinu #bitcoin #shibainu #eth #binance #metaversecoin https://t.co/llm6u5kodw",buy t miss kyc certik utility based ido launchpad multi chain bsc eth staking doxxed dev strong community xgem axl axlinu bitcoin shibainu eth binance metaversecoin,0.4019
2022-05-27 04:21:36+00:00,#lunatics $lunc don't miss your chance now.... snapshot for $luna airdrop. get easy money fast. https://t.co/vttbatxpie https://t.co/ef5lx0mrwt $ust $usdc $usdt $ustc #crypto #bsc $bnb $pai $gst $gmt $busd $mana $sand $hex $fitfi $ape $dao $ach $knc $flux #nft #airdrop,lunatics lunc t miss chance snapshot luna airdrop easy money fast ust usdc usdt ustc crypto bsc bnb pai gst gmt busd mana sand hex fitfi ape dao ach knc flux nft airdrop,0.1779
2022-05-27 04:21:36+00:00,@bang_garr @fabian_crypto thanks,thanks,0.4404
2022-05-27 04:21:39+00:00,"@cz_binance helo, why banned me at telegram grup binance mandarin, i am just ask how invest otomatis bnb? why?",helo banned telegram grup binance mandarin ask invest otomatis bnb,-0.4588
2022-05-27 04:21:40+00:00,"@adamual48509889 @trustwallet buy now! don't miss this ❗❗ ✅ kyc + certik ✅ utility based, ido launchpad ✅ multi chain (bsc/eth) ✅ staking ✅ doxxed dev ✅strong community @axltoken is 100xgem💎💎 #axl #axlinu #bitcoin #shibainu #eth #binance #metaversecoin https://t.co/qnpml83yvs",buy t miss kyc certik utility based ido launchpad multi chain bsc eth staking doxxed dev strong community xgem axl axlinu bitcoin shibainu eth binance metaversecoin,0.4019
2022-05-27 04:21:41+00:00,"regarding risk assets, people often expect #bitcoin to bottom &amp; recover before stock markets (free market that prices stuff in quick). this time around, with such meaningful corrections in some great companies, stocks may crowd out crypto in early recovery if &amp; when it comes.",risk assets people expect bitcoin amp recover stock markets free market prices stuff quick time meaningful corrections great companies stocks crowd crypto early recovery amp comes,0.8519
2022-05-27 04:21:42+00:00,"@qu_crypto_ @aella_girl funny enough what got me the most milage was a teenage hyperfixation on hypnosis fetish, learning about hypnotizing and how to watch eye access cues, or observe for facial muscle tone relaxation really tune in to what was going on inside people's heads.",funny got milage teenage hyperfixation hypnosis fetish learning hypnotizing watch eye access cues observe facial muscle tone relaxation tune going inside people s heads,0.743
2022-05-27 04:21:43+00:00,check out armory weapon #406 by travis ragsdale at https://t.co/yh8yqafksh nft! https://t.co/w2d25uauxm via @cryptocom,check armory weapon  travis ragsdale nft,-0.296
2022-05-27 04:21:43+00:00,"“we’re ambitious and looking to make a splash"": these millennial brothers have dropped unprecedented sums of money into democratic congressional primaries — and they're just getting started. brothers behind democrats' 'crypto pac' say they're actually pandemic focused critics ... https://t.co/lhkfofewuk",ambitious looking splash millennial brothers dropped unprecedented sums money democratic congressional primaries getting started brothers democrats crypto pac actually pandemic focused critics,0.5423
2022-05-27 04:21:44+00:00,@cz_binance #fear and #greed controls it…,fear greed controls,-0.7096
2022-05-27 04:21:45+00:00,@jessshroom @scarzv2 @monshmosh @scarz__v2 @crypto_nm @geebeeigwt @luhblix jk be well 😄,jk,0.2263
2022-05-27 04:21:46+00:00,@0xluvluvy @bang_garr @fabian_crypto ⭐️pump token⭐️ $pmp 1st token in all defi to pair 75% of xsurge's xusd in lp ✅50% rewards ✅audit &amp; kyc ✅backing asset xusd only up! ✅bot arbitrage! 🔥last sale round is open $250 giveaway #defi #xusd #bsc #bnb #xsurge 🌐https://t.co/n38btlx2ab https://t.co/drhjfzrxok,pump token pmp st token defi pair  xsurge s xusd lp  rewards audit amp kyc backing asset xusd bot arbitrage sale round open  giveaway defi xusd bsc bnb xsurge,0.6908
2022-05-27 04:21:47+00:00,"@maryher30951854 @trustwallet buy now! don't miss this ❗❗ ✅ kyc + certik ✅ utility based, ido launchpad ✅ multi chain (bsc/eth) ✅ staking ✅ doxxed dev ✅strong community @axltoken is 100xgem💎💎 #axl #axlinu #bitcoin #shibainu #eth #binance #metaversecoin https://t.co/wcvqugbhzt",buy t miss kyc certik utility based ido launchpad multi chain bsc eth staking doxxed dev strong community xgem axl axlinu bitcoin shibainu eth binance metaversecoin,0.4019
2022-05-27 04:21:48+00:00,"@nisababun @trustwallet buy now! don't miss this ❗❗ ✅ kyc + certik ✅ utility based, ido launchpad ✅ multi chain (bsc/eth) ✅ staking ✅ doxxed dev ✅strong community @axltoken is 100xgem💎💎 #axl #axlinu #bitcoin #shibainu #eth #binance #metaversecoin https://t.co/ahoajwmpsm",buy t miss kyc certik utility based ido launchpad multi chain bsc eth staking doxxed dev strong community xgem axl axlinu bitcoin shibainu eth binance metaversecoin,0.4019
2022-05-27 05:48:44+00:00,"great promising project. the project was executed in a very professional manner and had a clear development plan. without a doubt ,this is one of the best projects out there ,success always. @seeyouinthedar6 @pyaephyoe_ko @minthet21035258 #airdrop #crypto #airdrops #giveaway https://t.co/kzvedb6rx2",great promising project project executed professional manner clear development plan doubt best projects success airdrop crypto airdrops giveaway,0.9413
2022-05-27 05:48:45+00:00,"@owocki @ljxie it's normal for the market to go up and down but remember not to be a day trader who panics when it goes down, think long term @shift_token #shiftnation #shiftapp #crypto #movetoearn #shifttoken",s normal market remember day trader panics goes think long term shiftnation shiftapp crypto movetoearn shifttoken,-0.4404
2022-05-27 05:48:45+00:00,@coinmarketcap @saylor @excellion @cz_binance @paoloardoino like,like,0.3612
2022-05-27 05:48:45+00:00,@mexc_sea @appcalo my favorite crypto 😍 @mrelio3 @mrarmst58228525 @mr59148606,favorite crypto,0.4588
2022-05-27 05:48:47+00:00,"this project this project token , in its importance, definitely exceeds all the others several times. i am so interesting with this project. #nucoin #nuc #crypto #blockchain #nugenesis #nucoin #nugenesis #blockchain #cryptocurrency #blockchaintechnology #stablecoin",project project token importance definitely exceeds times interesting project nucoin nuc crypto blockchain nugenesis nucoin nugenesis blockchain cryptocurrency blockchaintechnology stablecoin,0.7845
2022-05-27 05:48:47+00:00,@nft_adidas #ozworld sick tbh @moa2h7ep2hldrmr @ahillen_j @sam_malebye @lord_proto @cineseq @lirramaef @coaster_crypto @brownpink_sfpm @kriptonec_nft @moza1191 @empress_koko @chungfromhk @rachel19585073 @staniecnicholas,ozworld sick tbh,-0.5106
2022-05-27 05:48:47+00:00,"@wearegogoro yup, so many good crypto out there that i’ve diamond-handed. but personal favorite is $mca. can’t wait for the next bull run good chance to grap as $mca has a small dip. linktree: https://t.co/kaaa4capud #mechamaster #metaverse #stakenplay #play2earn #nftgiveaway #bsc",yup good crypto ve diamond handed personal favorite mca t wait bull run good chance grap mca small dip linktree mechamaster metaverse stakenplay playearn nftgiveaway bsc,0.9042
2022-05-27 05:48:47+00:00,"#highusdt bear alert! 10x volume price: 1.82 5-min %: -0.55% volume: $71,334 #crypto #whale #btc #eth #high $high https://t.co/amoqycoqim",highusdt bear alert x volume price    min   volume   crypto whale btc eth high high,0.296
2022-05-27 05:48:48+00:00,"@adam_oracle @elonmusk @cz_binance @therealkiyosaki @adamoraclecn great professional promising project. the project was executed in a very manner and had a clear development plan. without a doubt ,this is one of the best projects out there ,success always @ahmmedsoyeb @munni95787459 @mdabdul115319tw #adam #bsc #btc #crypto",great professional promising project project executed manner clear development plan doubt best projects success adam bsc btc crypto,0.9413
2022-05-27 05:48:49+00:00,@abnormal_crypto i got approval for the post https://t.co/ihqrefxzda this gleam up spam every where,got approval post gleam spam,0.1531
2022-05-27 05:48:49+00:00,"#twtusdt bear alert! 5x volume price: 0.5548 5-min %: -0.45% volume: $24,532 #crypto #whale #btc #eth #twt $twt https://t.co/yuxesey5o5",twtusdt bear alert x volume price    min   volume   crypto whale btc eth twt twt,0.296
2022-05-27 05:48:49+00:00,$btc $eth $btc best discord community for crypto traders with more executive chat rooms and even have their own app join here https://t.co/otyxdxqijn https://t.co/g0s0bkqod5,btc eth btc best discord community crypto traders executive chat rooms app join,0.5719
2022-05-27 05:48:50+00:00,@aaa_vey @crypto_luxx @vrynt_ dragon tacoon are you ready to let your bnb work4u? dapp read&amp;tested https://t.co/bhnq1nnjs2 website https://t.co/w9zd04gnrf invite friends &amp; earn 8%each of them join us now! 2811,dragon tacoon ready let bnb worku dapp read amp tested website invite friends amp earn  join ,0.8126
2022-05-27 05:48:51+00:00,@mmcrypto it's not possible but let's see. anything can happen in the crypto market. hope for good.,s possible let s happen crypto market hope good,0.7003
2022-05-27 05:48:51+00:00,"nice project and congratulations to the team for their efforts and dedication and highly appreciated the visionary thought of the projector and it will create history,, it will go to moon 🎉🎉 @awakenwithalice @freetime_80 @edwinedem3 #airdrop #crypto #cryptocurrency https://t.co/hf3rwsuvwp",nice project congratulations team efforts dedication highly appreciated visionary thought projector create history moon airdrop crypto cryptocurrency,0.9439
2022-05-27 05:48:52+00:00,@zyhsnd @crypto_seekerq @cosco125 @stepnofficial dragon tacoon are you ready to let your bnb work4u? dapp read&amp;tested https://t.co/rljtmhhkz0 website https://t.co/ojk2fh57ff invite friends &amp; earn 8%each of them join us now!#1728,dragon tacoon ready let bnb worku dapp read amp tested website invite friends amp earn  join ,0.8126
2022-05-27 05:48:52+00:00,"@forefront__ @ljxie @lensprotocol @joey_debruin @molly0xfff @a16z it's normal for the market to go up and down but remember not to be a day trader who panics when it goes down, think long term @shift_token #shiftnation #shiftapp #crypto #movetoearn #shifttoken",s normal market remember day trader panics goes think long term shiftnation shiftapp crypto movetoearn shifttoken,-0.4404
